0.9361999147451631,0.094700016418891
0.36200451961976304,-0.146862944580256
0.011932729696989,-0.292399620879088
-0.20113972601044802,-0.37971877096684004
-0.33096860447692805,-0.43149077306028005
-0.410525198662256,-0.46102268690278403
-0.45945908164116805,-0.47748754383567205
-0.48749247275879204,-0.48610281001376004
-0.5059233556326961,-0.48928061005774404
-0.5160866814513281,-0.490910675896128
-0.52298927045344,-0.48949669270337604
-0.5275176310169041,-0.487934670144944
-0.530698390999904,-0.48481100563029605
-0.5317898015079281,-0.48116610745680005
-0.532883185118848,-0.47815031436557603
-0.533788438850424,-0.474760181805416
-0.5330196989611441,-0.47075014110332003
-0.5327654664129761,-0.466605267728224
-0.532767078300736,-0.463436698787248
-0.533535472296912,-0.45978738075084
-0.533116819834848,-0.45532050033229604
-0.5320788436600641,-0.451750029404872
-0.5296511326358401,-0.44756743161433604
-0.530582368075696,-0.44446962361108805
-0.529523064088384,-0.44120199232175206
-0.529419284416504,-0.438099599512752
-0.529468219158808,-0.43460316489250406
-0.5300179293844081,-0.430334463439272
-0.53036815297504,-0.426095906741184
-0.5288051144468641,-0.42236267411627204
-0.527884774808352,-0.418322739238136
-0.5277595972052881,-0.41560561899728005
-0.5269992357058001,-0.412522355762024
-0.5275461087847281,-0.408654914997968
-0.5274509816991041,-0.40507574338345603
-0.527215011454192,-0.40087643097018405
-0.52673578405996,-0.39834125544949606
-0.5253463207615681,-0.39492933139368
-0.524789990236464,-0.39103239674223206
-0.525125190290544,-0.38741782596497604
-0.52426046346928,-0.38301014311923204
-0.5235883860507681,-0.378670103830176
-0.522393703481408,-0.375460306536856
-0.522248290520416,-0.37114557294515205
-0.5209050515207521,-0.368283215761576
-0.521230135582408,-0.36476783082436004
-0.52017486818144,-0.361217320177152
-0.519532658471328,-0.357423921344288
-0.5177194574850881,-0.35345318590170405
-0.516723248469904,-0.34959977862852804
-0.5160338143813761,-0.34666283052885605
-0.5149110291756,-0.34309809171732003
-0.5136495707362321,-0.34031687640754404
-0.5129806267303361,-0.33797947537656803
-0.511245546528112,-0.335153236703632
-0.511197179994576,-0.33253552236276
-0.51015326313164,-0.32976666593492004
