iter,y0,y1,u0
0,1.0,1.0,-7.741984000000002e-07
1,1.030099992258016,1.0527999923354359,-102.50856030544402
2,0.09851837326746837,0.20215450911162414,61.65765682884731
3,-1.2281689187655784,-1.0394858962901998,52.96144805577651
4,-1.4714498938667795,-1.2508390667525615,19.2072089814202
5,-1.0688073566895104,-0.8756823438829545,-1.9601090463648003
6,-0.5467394857125619,-0.42104518550274517,-7.427038939253602
7,-0.14404028638970712,-0.10426052231892596,-6.151605634412001
8,0.1165461534926268,0.06630753835355413,-3.8966522944944004
9,0.2806302886737575,0.14382383101078988,-1.6771920306584003
10,0.3976339464812736,0.18101115223872083,-2.1071561956408003
11,0.4876853199653939,0.19971957491429543,-1.4014162572080002
12,0.5546804507680994,0.20463354419610616,-1.5186484364336001
13,0.604799998588429,0.2021643919894765,-1.3875095337440002
14,0.6380395753398908,0.19218402382612118,-1.0323935187192002
15,0.6586635516036731,0.17846598955785004,-1.1293771368584002
16,0.6684266007188034,0.16214643477378818,-0.7817570080432001
17,0.6688554418095476,0.14397462474591932,-0.8575002504240001
18,0.6615731258323916,0.12474978913357831,-0.5108945446248001
19,0.6481326345230811,0.10511474252158978,-0.35324303132560003
20,0.632391898985317,0.08801339643865373,-0.34512146071200006
21,0.6149772843197849,0.07328998745245897,-0.26142953148160003
22,0.5959200687262561,0.060295928009186546,-0.10215134828000001
23,0.576866627508513,0.050068361839266086,-0.30599373160960003
24,0.556753491658766,0.04109617890853091,-0.30529426412320004
25,0.5330107574121427,0.03040219361144039,0.19689053388010003
26,0.5100240214861632,0.02183449861465971,-0.0647695382096
27,0.4896774303198422,0.01690788918258128,-0.23938542542720004
28,0.4673129709120453,0.01075928680810263,0.08707377704260001
29,0.4440808661880066,0.0042277717565442265,0.04414115074290001
30,0.42242015007922135,-0.000544090813867415,0.11683867453900001
31,0.4023409308115509,-0.0037707808457377416,0.30910539605070003
32,0.38629733485321927,-0.0031653451488517508,-0.42210694114880004
33,0.3689333751932089,-0.003985296591669856,0.09186149205220001
34,0.34803440507139094,-0.008527014175720013,0.16221255227520004
35,0.3291664009228492,-0.011443000389099288,0.31435794495970004
36,0.3143774490037326,-0.010834154707676565,-0.14060287473440003
37,0.3006734645119547,-0.009623145747258402,0.11439499314470002
38,0.2861316894821834,-0.009698817193988374,0.14147755119730002
39,0.27356631638931905,-0.00825538784272472,-0.14592372297840003
40,0.2604602928671135,-0.007715800710780778,-0.24471146026720003
41,0.24298709467168475,-0.011869298375323504,0.4897307987088001
42,0.22725537275471192,-0.01486854580975839,0.032671552264500005
43,0.21585102832127565,-0.014225697244153564,0.25691906424050004
44,0.20648763507469908,-0.012216415571660016,-0.17903196544080002
45,0.19716655595631222,-0.010706417564731034,0.18118056287640003
46,0.18722543848292514,-0.010321087263755191,-0.11985714149920002
47,0.1772761531542139,-0.010404147386232512,0.15953875450450003
48,0.16710011496346466,-0.011203024089654635,0.08799385225140001
49,0.15872525006637866,-0.010721601214654567,0.06343686715
50,0.1512197007915142,-0.009866809006977836,0.23137353228480004
51,0.1460687646342984,-0.007130990903674061,-0.18976720837600003
52,0.14090296519989742,-0.004718593695721002,-0.0005831626304000001
53,0.13355198023314674,-0.004704891923564083,0.050796500387100006
54,0.12642121716465798,-0.004690498868355071,-0.013894589214400002
55,0.11937790880754086,-0.004801540429078409,0.006216468072100001
56,0.1119701603111313,-0.005496361831045934,-0.11780977879440002
57,0.10311691637604158,-0.007875411964087772,0.39239117995940004
58,0.09653823906986604,-0.008376738288641869,-0.03492380474000001
59,0.09302741240688289,-0.00619219265176219,-0.003996396908800001
60,0.08875519660104424,-0.005050812510002189,0.06322275255140002
61,0.08477178660123469,-0.0038572685223704764,-0.04800160270240001
62,0.0807083380377472,-0.0029155144873264397,-0.1318752874208
63,0.0746716690856777,-0.004066340817713326,0.13663115012260002
64,0.06844018292904279,-0.005609627629584542,0.0359049868621
65,0.06359631887822853,-0.006025694731264056,0.12801895379810002
66,0.060029425344487956,-0.0054525524185270475,0.029871276742600004
67,0.0577124737934192,-0.0038822679312194917,-0.11915457512800001
68,0.05426886540829693,-0.003604147627414215,0.15758094800420003
69,0.050994192554940504,-0.003336045907350773,0.013220149373200003
70,0.04922575840374099,-0.001716605132018254,-0.20029666809120003
71,0.04548322249087893,-0.002129788776668274,0.12784484664230003
72,0.04089053274408543,-0.003501057694786361,0.1254711535097
73,0.03862000601041469,-0.0027233445881357293,-0.10925975268240001
74,0.036346767525863535,-0.002062822164307951,0.06597657245840001
75,0.03351784274164442,-0.0020576575349320796,0.029298684173600004
76,0.03151768753807494,-0.0013210659095374089,-0.07847214182480002
77,0.028946278063687974,-0.0012084553424627255,0.03982633120140001
78,0.025916852361671953,-0.0016121994837271427,-0.17747743846080002
79,0.021414090572167012,-0.00354534659408854,0.39685657966270005
80,0.018894321392747538,-0.003694904255227097,-0.10635992108960002
81,0.01905380868298012,-0.0013267114399757082,-0.06029929780560001
82,0.017467490162649462,-0.0007580362856803404,-0.14300144477280002
83,0.013803321827435084,-0.002286958517295665,0.05840621039010001
84,0.009157670543043468,-0.004905930213496328,0.24144636876670003
85,0.0072157103460166756,-0.00506923665451344,-0.18051752469280002
86,0.005575867718050803,-0.005145701313724748,0.31817737425720005
87,0.005004680373929953,-0.004418181858351827,-0.17117407180880004
88,0.005634490602873661,-0.002677021299545931,-0.0731251916272
89,0.0036613292927956784,-0.003652135616678638,0.26781192444440005
90,0.003416226291185208,-0.0030916522101134243,-0.005699492787200001
91,0.005603533750010235,-0.00024170134212981494,-0.11654002690480002
92,0.006553196396946375,0.0013709714760561738,-0.05309693606080001
93,0.0058897858970408355,0.0014392899677975355,0.10207950763440002
94,0.005803515097711193,0.002140642608743298,-0.10316525064000001
95,0.0058343278407614685,0.0030659365410963604,-0.15080382506400003
96,0.0035109775551822376,0.0017927737649990154,-0.07218026277760001
97,-0.00093222626129629,-0.0015097361809460219,0.22603857540060004
98,-0.003925871534007841,-0.0034530545655756515,0.14254011726760002
99,-0.003443006290356026,-0.0020934252055893787,-0.11859774538640001
