Time,u_noisy,theta,alpha
0.0,0.0,-0.0,3.1385246920140215
0.019135475158691406,0.0,-0.0,3.13545673043825
0.03915905952453613,0.0,-0.0,3.132388768862479
0.05907559394836426,0.0,-0.006135923151542565,3.132388768862479
0.07912158966064453,0.0,-0.009203884727313847,3.132388768862479
0.10114598274230957,0.0,-0.01227184630308513,3.1293208072867085
0.12056517601013184,0.0,-0.018407769454627694,3.1231848841351653
0.13966870307922363,0.0,-0.02454369260617026,3.1231848841351653
0.16031408309936523,0.0,-0.02761165418194154,3.117048960983623
0.17903590202331543,0.0,-0.018407769454627694,3.0955732299532244
0.1993398666381836,0.0,0.0030679615757712823,3.0587576910439687
0.21905994415283203,0.0,0.018407769454627694,3.0250101137104846
0.23909211158752441,0.0,0.015339807878856412,3.0066023442558567
0.25904321670532227,0.0,-0.0,2.9912625363770005
0.27904438972473145,0.0,-0.02454369260617026,2.9728547669223726
0.29903674125671387,0.0,-0.05522330836388308,2.951379035891973
0.31906652450561523,0.0,-0.0859029241215959,2.9237673817100323
0.3390371799468994,0.0,-0.10124273200045232,2.883883881225005
0.3592188358306885,0.0,-0.11044661672776616,2.8194566881338083
0.3790426254272461,0.0,-0.11965050145508001,2.72741784086067
0.39933252334594727,0.0,-0.1227184630308513,2.6169712241329037
0.4190409183502197,0.0,-0.12885438618239387,2.5065246074051375
0.44133710861206055,0.0,-0.13192234775816514,2.3930100291015997
0.4590475559234619,0.0,-0.12885438618239387,2.2733595276465204
0.47905445098876953,0.0,-0.12578642460662257,2.1506410646156686
0.4990386962890625,0.0,-0.12578642460662257,2.0279226015848177
0.5190696716308594,0.0,-0.13192234775816514,1.9021361769781953
0.5390517711639404,0.0,-0.14112623248547898,1.7763497523715728
0.559234619140625,0.0,-0.15033011721279282,1.644427404613407
0.579094648361206,0.0,-0.16260196351587797,1.5033011721279284
0.5991766452789307,0.0,-0.16873788666742054,1.349903093339364
0.6190681457519531,0.0,-0.1718058482431918,1.1995729761265714
0.6390464305877686,0.0,-0.17487380981896308,1.0615147052168634
0.6590487957000732,0.0,-0.18100973297050565,0.9357282806102409
0.6790432929992676,0.0,-0.1902136176978195,0.8222137023067031
0.6991353034973145,0.0,-0.20248546400090464,0.7117670855789378
0.7190430164337158,0.0,-0.22089323345553233,0.6074563920027138
0.7394566535949707,0.0,-0.23930100291016002,0.5123495831538047
0.7590463161468506,0.0,-0.25770877236478773,0.4264466590322087
0.7790555953979492,0.0,-0.2638446955163303,0.34974761963792567
